400	0.016018
401	0.016044
402	0.016064
403	0.016093
404	0.016135
405	0.016177
406	0.016225
407	0.016277
408	0.016337
409	0.016392
410	0.016439
411	0.016481
412	0.016535
413	0.016595
414	0.016663
415	0.016722
416	0.016787
417	0.016848
418	0.01691
419	0.016973
420	0.017037
421	0.017091
422	0.017152
423	0.017213
424	0.017279
425	0.01735
426	0.017409
427	0.017445
428	0.017485
429	0.017535
430	0.017575
431	0.01761
432	0.017655
433	0.017696
434	0.017732
435	0.017764
436	0.017796
437	0.017822
438	0.017846
439	0.017869
440	0.017897
441	0.017931
442	0.017956
443	0.017982
444	0.017999
445	0.018019
446	0.01803
447	0.01804
448	0.018053
449	0.018064
450	0.01807
451	0.018079
452	0.018088
453	0.018097
454	0.018101
455	0.018107
456	0.01811
457	0.018119
458	0.018126
459	0.018131
460	0.018136
461	0.018136
462	0.018135
463	0.018132
464	0.018129
465	0.018131
466	0.018138
467	0.018139
468	0.018142
469	0.018156
470	0.018163
471	0.018171
472	0.018177
473	0.018185
474	0.018193
475	0.018202
476	0.01821
477	0.018215
478	0.018221
479	0.018228
480	0.018232
481	0.018246
482	0.018255
483	0.018267
484	0.018277
485	0.018292
486	0.018305
487	0.018321
488	0.018343
489	0.018366
490	0.018397
491	0.018443
492	0.018498
493	0.018563
494	0.018641
495	0.018734
496	0.018837
497	0.018967
498	0.019125
499	0.019305
500	0.019518
501	0.019765
502	0.020054
503	0.020387
504	0.020761
505	0.021189
506	0.021676
507	0.022229
508	0.022836
509	0.02352
510	0.02427
511	0.025099
512	0.026012
513	0.027007
514	0.028072
515	0.029235
516	0.030452
517	0.031736
518	0.033067
519	0.034444
520	0.035849
521	0.037272
522	0.038704
523	0.040114
524	0.041478
525	0.042784
526	0.044016
527	0.045162
528	0.046198
529	0.04714
530	0.047985
531	0.048723
532	0.049349
533	0.049882
534	0.050318
535	0.050669
536	0.050942
537	0.051163
538	0.05132
539	0.051435
540	0.051476
541	0.051546
542	0.051567
543	0.051594
544	0.051609
545	0.051656
546	0.051706
547	0.051785
548	0.051854
549	0.05195
550	0.051993
551	0.052013
552	0.05198
553	0.05193
554	0.051829
555	0.051673
556	0.051429
557	0.051167
558	0.050815
559	0.050416
560	0.049997
561	0.049524
562	0.048989
563	0.0484
564	0.047761
565	0.047077
566	0.046349
567	0.045584
568	0.044787
569	0.043961
570	0.043136
571	0.042286
